The data supplied is licensed under a Creative Commons Attribution 4.0 licence. 
To view a copy of this licence visit:
http://creativecommons.org/licenses/by/4.0

Licence:
This work is licensed under a Creative Commons Attribution 4.0 Licence: 
http://creativecommons.org/licenses/by/4.0/legalcode 

You are free:

               1.to copy distribute display and perform the work
               2.to make derivative works
               3.to make commercial use of the work

Under the following conditions:

               1. You must give the original author credit.
               2. Please attribute "NSW Office of Environment and Heritage" in any publications using this data.


Station Name, Balgownie Road (Live)
Station Number, 214409
Longitude,150.882873
Latitude,-34.388816
Web,"http://www.mhl.nsw.gov.au/Site-214409"
Google Maps,"https://www.google.com.au/maps/place//@-34.388816,150.882873,14z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0"

Datum, AHD

Parameter, Level 1
Date,Time,Value[m],State of value,Occurrence time stamp
02/09/2003,00:00:00,12.650,105 (Poor),02/09/2003 00:00:00
03/09/2003,00:00:00,12.650,105 (Poor),03/09/2003 00:00:00
04/09/2003,00:00:00,12.650,105 (Poor),04/09/2003 00:00:00
05/09/2003,00:00:00,12.650,105 (Poor),05/09/2003 00:00:00
06/09/2003,00:00:00,12.650,105 (Poor),06/09/2003 00:00:00
07/09/2003,00:00:00,12.650,105 (Poor),07/09/2003 00:00:00
08/09/2003,00:00:00,12.650,105 (Poor),08/09/2003 00:00:00
09/09/2003,00:00:00,12.650,105 (Poor),09/09/2003 00:00:00
10/09/2003,00:00:00,12.650,105 (Poor),10/09/2003 00:00:00
11/09/2003,00:00:00,12.650,105 (Poor),11/09/2003 00:00:00
12/09/2003,00:00:00,12.840,105 (Poor),12/09/2003 22:30:00
13/09/2003,00:00:00,12.650,105 (Poor),13/09/2003 00:00:00
14/09/2003,00:00:00,12.650,105 (Poor),14/09/2003 00:00:00
15/09/2003,00:00:00,12.650,105 (Poor),15/09/2003 00:00:00
16/09/2003,00:00:00,12.650,105 (Poor),16/09/2003 00:00:00
17/09/2003,00:00:00,12.650,105 (Poor),17/09/2003 00:00:00
18/09/2003,00:00:00,12.650,105 (Poor),18/09/2003 00:00:00
19/09/2003,00:00:00,12.650,105 (Poor),19/09/2003 00:00:00
20/09/2003,00:00:00,12.650,105 (Poor),20/09/2003 00:00:00
21/09/2003,00:00:00,12.650,105 (Poor),21/09/2003 00:00:00
22/09/2003,00:00:00,12.650,105 (Poor),22/09/2003 00:00:00
23/09/2003,00:00:00,12.650,105 (Poor),23/09/2003 00:00:00
24/09/2003,00:00:00,12.650,105 (Poor),24/09/2003 00:00:00
25/09/2003,00:00:00,12.650,105 (Poor),25/09/2003 00:00:00
26/09/2003,00:00:00,12.650,105 (Poor),26/09/2003 00:00:00
27/09/2003,00:00:00,12.650,105 (Poor),27/09/2003 00:00:00
28/09/2003,00:00:00,12.650,105 (Poor),28/09/2003 00:00:00
29/09/2003,00:00:00,12.650,105 (Poor),29/09/2003 00:00:00
30/09/2003,00:00:00,12.650,105 (Poor),30/09/2003 00:00:00
01/10/2003,00:00:00,12.920,105 (Poor),01/10/2003 23:05:00
02/10/2003,00:00:00,13.060,105 (Poor),02/10/2003 14:30:00
03/10/2003,00:00:00,12.670,105 (Poor),03/10/2003 00:00:00
04/10/2003,00:00:00,12.660,105 (Poor),04/10/2003 00:00:00
05/10/2003,00:00:00,12.660,105 (Poor),05/10/2003 00:00:00
06/10/2003,00:00:00,12.660,105 (Poor),06/10/2003 00:00:00
07/10/2003,00:00:00,12.660,105 (Poor),07/10/2003 00:00:00
08/10/2003,00:00:00,12.660,105 (Poor),08/10/2003 00:00:00
09/10/2003,00:00:00,12.660,105 (Poor),09/10/2003 00:00:00
